bookNum,title,author,version,rollNum,roll,rollName,entryNum,entry
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,18.0,　登黃樓
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,19.0,　贈別咎德明歸省
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,20.0,　出南城別陳三檢討
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,21.0,　同韓秀才發都門南歸懷陳檢討
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,22.0,　贈別張舜俞
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,23.0,　贈別彭仲愈分得水字
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,24.0,　友怡齋為東陽蔣伯康賦
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,25.0,　吳門贈別凌秀才
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,26.0,　感興四首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,27.0,　飲橫城蔣氏別墅
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,28.0,　偶作
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,29.0,　贈徐生
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,30.0,　錢唐贈別囗顯卿
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,31.0,　同堵無傲朱伯言郭公葵過西湖東歸留別
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,32.0,　陳元禮太常以使事至錢唐與同志泛西湖分得氣字
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,33.0,　集杜少凌詩四十韻贈陳元禮
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,34.0,　贈別陳希文
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,35.0,　贈陳憲史之福建
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,36.0,　紫雲山房為王景周賦
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,37.0,　贈別黃仲恭同知
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,38.0,　同季高渡江東歸述懷分龕
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,39.0,　舟中口號
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,40.0,　秋夜雙溪對月懷人
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,41.0,　感懷示城中二同志
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,42.0,　同德基宿城西王莊敏公故宅
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,43.0,　貢憲使持節閩中
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,44.0,　重登南溪懷遠亭
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,45.0,　家居讀淵明詩句曰歸田園
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,46.0,　贈寄野入閩并東第季耕
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,47.0,　采夫容次韻答友人
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,48.0,　哭蔣季高
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,49.0,　送宣十判官之平陽
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,50.0,　青岩隱居與同志分韻得行字
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,51.0,　偕宋景廉戴叔能陪蔡士安韓思字學月泉書院分得矣字
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,52.0,　次韻奉答林彥文
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,53.0,　次韻答友人山居
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,54.0,　鳳林王氏字姓詩
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,55.0,　雜詩十首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,56.0,　雜賦七首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,57.0,　夜坐擬古二首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,58.0,　三韻三篇
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,59.0,　次韻劉先生古詩十首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,1.0,卷之一,,60.0,　簡性初
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,1.0,五言古今詩
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,2.0,　國賓黃先生之官義烏主簿賦詩奉贈
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,3.0,　贈別宋先生東歸
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,4.0,　別章允載歸括蒼四十韻
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,5.0,　南康郡齋
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,6.0,　南康書事十首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,7.0,　三月十六夜枕上作
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,8.0,　長安襟詩十首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,9.0,　還渭南會克正賦詩留別
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,10.0,五言律
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,11.0,　立春日次韻答友人
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,12.0,　柬明惟一監縣
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,13.0,　次韻答友人
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,14.0,　吳江別蓮上人
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,15.0,　吳中客懷二首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,16.0,　送人之官永嘉
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,17.0,　次韻答金德元
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,18.0,　送管教諭之官
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,19.0,　贈別汪先葷歸永嘉
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,20.0,　吳門懷友
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,21.0,　越上別陳子雋
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,22.0,　法濟精舍分題會稽山
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,23.0,　沛縣
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,24.0,　濮上懷友人
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,25.0,　懷鄭仲舒兄弟
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,26.0,　陪善卿疏密諸公看潮得流字
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,27.0,　九日同劉敬思黃彥美登蕭然山
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,28.0,　贈別何德原南歸
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,29.0,　錢唐贈黃子中還江西
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,30.0,　雨一首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,31.0,　鄭本初還吳門有詩留別次韻
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,32.0,　傷季高
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,33.0,　同許一秀才宿山館
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,34.0,　寄欒使君
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,35.0,　臨漳雜詩十首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,36.0,　秋日山中
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,37.0,　春日繡胡上與金德元同行
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,38.0,　自歎
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,39.0,　春日過吳子善故居
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,40.0,　過淞泖中
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,41.0,　題溪山風月樓
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,42.0,　送許時用歸越
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,43.0,　陳州舟中述懷
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,44.0,　臨洮書事
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,45.0,　正月十日臨洮會宗明尚書克讓王傅
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,46.0,　重到蘭州
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,47.0,　臨洮留別如晦同之鄉兄
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,48.0,　鞏昌次韻崔王二公見寄
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,49.0,　寧遠縣中書事
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,50.0,　秦州道中書府所見柬遠同知
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,51.0,　秦州
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,52.0,　隴州
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,53.0,　贈別高彥清憲郎
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,54.0,　久不得家信
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,55.0,　澠池道中
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,56.0,　十一月一日得南京音信
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,57.0,　伯貞自京師還臨洮重會關西致余家信賦贈別并述懷
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,58.0,排律附
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,59.0,　奉贈王上輸入朝
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,60.0,　奉贈強仲賢之官廣東帥府
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,61.0,　贈章子端憲史任江東并呈周憲使
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,62.0,　雪夜與友人同賦四十韻
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,63.0,　同游鍾山分得塵字
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,64.0,　簡性初
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,65.0,　贈別葛孟桓
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,66.0,　庚戊七月十五日離南京作
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,67.0,　至洴陽彥慱孟昭留別
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,68.0,　七月十日新安縣同登雞鳴山
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,69.0,七言
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,70.0,　憶昔
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,71.0,　宿陳敬初館中臨別有作
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,72.0,　贈別毛景淵
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,73.0,　贈別干生
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,74.0,　題高房山畫
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,75.0,　寄壽子進家兄五十
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,76.0,　鞏昌客館夜夢歸里中與諸公同游覺感而賦
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,77.0,律詩
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,78.0,　讀書有感
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,79.0,　清明日訪樓景元隱居
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,80.0,　西湖
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,81.0,　有懷陳三秀才
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,82.0,　留別前人
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,83.0,　贈別楊巡檢之官嵊縣
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,84.0,　贈術者林易東
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,85.0,　次韻高仲原錢唐寒食
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,86.0,　登姑蘇臺有感
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,87.0,　東歸留別吳中一二同志
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,88.0,　贈虞幼悅并簡塗仲宣還江西
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,89.0,　柬陳徵君
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,90.0,　過濟州城南
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,91.0,　餞吳伯尚之江西
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,92.0,　桐廬舟中
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,93.0,　次侍講先生游方巖韻
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,94.0,　通州有作
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,95.0,　至漷州夢陳敬初有作
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,96.0,　贈別晉秀才
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,97.0,　贈別周季長舍人赴淮西帥幕
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,98.0,　贈別馬謙叔憲史
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,99.0,　次韻韓與上都道中阻雨見寄
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,100.0,　陪樞密高公鎮撫吳公宴于亭山席上賦
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,101.0,　留別京師諸同志
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,102.0,　贈韓執中赴京師
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,103.0,　常熟舟中
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,104.0,　偕游蕭然山堂和高則誠韻
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,105.0,　陪黃先生至東陽謁胡先生有詩次韻二首
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,106.0,　吳江客中冬至日
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,107.0,　次韻答蕭山友人
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,108.0,　陪侍講常侍二先生宴趙氏家園
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,109.0,　述懷柬王季野判官
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,110.0,　次韻答金德元
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,111.0,　次韻朱一中新正試筆
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,112.0,　錢唐贈別陳秉彝歸天台
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,113.0,　送僧至杭
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,114.0,　送貢有煇上舍還宣城
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,115.0,　京城春夜漫興
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,116.0,　次韻答周尊師
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,117.0,　書季高卷後
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,118.0,　與德元國章解后光明溪上
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,119.0,排律附
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,120.0,　文窗十二韻文為仲溫憲郎賦
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,121.0,　王季耕奉命徵兵江浙還賦長律以贈
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,2.0,卷之二,,122.0,　贈林先生
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,3.0,卷之三,,1.0,絕句
1,王忠文公文集 二十四卷,王禕(1322-1373),明嘉靖元年金華府刊萬曆七年修補本,3.0,卷之三,,2.0,　唐三學士圖
